date,pool,threads,ws,rw_ratio,ltc,ltc_d,pattern,access,mode,ops,drops
Jun 23 09:36:52,ram_r,1,41984,50,136,130,uniform,touch,MemOnly50,39263313,1785
Jun 23 09:37:23,ram_r,1,43008,50,133,126,uniform,touch,MemOnly50,39631667,1804
Jun 23 09:37:56,ram_r,1,44032,50,136,131,uniform,touch,MemOnly50,39047607,1806
Jun 23 09:38:29,ram_r,1,45056,50,135,130,uniform,touch,MemOnly50,39259369,1823
Jun 23 09:39:02,ram_r,1,46080,50,136,130,uniform,touch,MemOnly50,39195828,1827
Jun 23 09:39:37,ram_r,1,47104,50,137,133,uniform,touch,MemOnly50,38893847,1879
Jun 23 09:40:11,ram_r,1,48128,50,138,134,uniform,touch,MemOnly50,38774504,1891
Jun 23 09:40:47,ram_r,1,49152,50,139,135,uniform,touch,MemOnly50,38641465,1899
Jun 23 09:41:23,ram_r,1,50176,50,141,138,uniform,touch,MemOnly50,38255286,1902
Jun 23 09:42:01,ram_r,1,51200,50,145,143,uniform,touch,MemOnly50,37707385,1903
Jun 23 09:42:39,ram_r,1,52224,50,148,146,uniform,touch,MemOnly50,37261770,1906
Jun 23 09:43:19,ram_r,1,53248,50,154,155,uniform,touch,MemOnly50,36457559,1910
Jun 23 09:43:59,ram_r,1,54272,50,153,153,uniform,touch,MemOnly50,36443307,1912
Jun 23 09:44:41,ram_r,1,55296,50,156,158,uniform,touch,MemOnly50,36016195,1912
Jun 23 09:45:23,ram_r,1,56320,50,158,161,uniform,touch,MemOnly50,35748406,1917
Jun 23 09:46:07,ram_r,1,57344,50,180,181,uniform,touch,MemOnly50,33634524,1919
Jun 23 09:46:51,ram_r,1,58368,50,162,165,uniform,touch,MemOnly50,35234659,1923
Jun 23 09:47:37,ram_r,1,59392,50,166,170,uniform,touch,MemOnly50,34794251,1968
Jun 23 09:48:23,ram_r,1,60416,50,183,185,uniform,touch,MemOnly50,33218394,1972
Jun 23 09:49:11,ram_r,1,61440,50,169,173,uniform,touch,MemOnly50,34328937,1980
Jun 23 09:49:38,ram_r,1,36864,0,28,7,uniform,touch,MemOnly50,61294427,1983
Jun 23 09:50:06,ram_r,1,37888,0,28,8,uniform,touch,MemOnly50,59982546,1984
Jun 23 09:50:34,ram_r,1,38912,0,31,13,uniform,touch,MemOnly50,59906180,1984
Jun 23 09:51:02,ram_r,1,39936,0,28,8,uniform,touch,MemOnly50,60478415,1984
Jun 23 09:51:31,ram_r,1,40960,0,28,7,uniform,touch,MemOnly50,61039107,1984
Jun 23 09:52:00,ram_r,1,41984,0,28,8,uniform,touch,MemOnly50,59913676,1984
Jun 23 09:52:31,ram_r,1,43008,0,29,9,uniform,touch,MemOnly50,59214680,1986
Jun 23 09:53:02,ram_r,1,44032,0,29,9,uniform,touch,MemOnly50,58297459,1988
Jun 23 09:53:35,ram_r,1,45056,0,45,38,uniform,touch,MemOnly50,55052863,1996
Jun 23 09:54:09,ram_r,1,46080,0,33,16,uniform,touch,MemOnly50,56788963,1996
Jun 23 09:54:43,ram_r,1,47104,0,30,10,uniform,touch,MemOnly50,56912131,1998
Jun 23 09:55:19,ram_r,1,48128,0,30,11,uniform,touch,MemOnly50,56062026,1998
Jun 23 09:55:55,ram_r,1,49152,0,33,17,uniform,touch,MemOnly50,55325587,2000
Jun 23 09:56:33,ram_r,1,50176,0,33,18,uniform,touch,MemOnly50,54361364,2001
Jun 23 09:57:12,ram_r,1,51200,0,30,12,uniform,touch,MemOnly50,54816503,2002
Jun 23 09:57:52,ram_r,1,52224,0,31,12,uniform,touch,MemOnly50,54141382,2002
Jun 23 09:58:32,ram_r,1,53248,0,31,12,uniform,touch,MemOnly50,53974040,2003
Jun 23 09:59:14,ram_r,1,54272,0,31,13,uniform,touch,MemOnly50,53277122,2003
Jun 23 09:59:57,ram_r,1,55296,0,48,43,uniform,touch,MemOnly50,50925412,2006
Jun 23 10:00:41,ram_r,1,56320,0,55,54,uniform,touch,MemOnly50,49333109,2008
Jun 23 10:01:25,ram_r,1,57344,0,31,13,uniform,touch,MemOnly50,52652586,2008
Jun 23 10:02:11,ram_r,1,58368,0,49,45,uniform,touch,MemOnly50,49679939,2013
Jun 23 10:02:57,ram_r,1,59392,0,32,14,uniform,touch,MemOnly50,51999237,2014
Jun 23 10:03:45,ram_r,1,60416,0,33,14,uniform,touch,MemOnly50,51238412,2024
Jun 23 10:04:34,ram_r,1,61440,0,32,14,uniform,touch,MemOnly50,51341573,2027
